,userID,contactID,date_day,date_month,date_year,date_hour,date_minute,date_second
421,2487,44451,15,7,2010,7,8,13
422,2487,47053,16,11,2007,5,22,57
423,2487,96249,5,2,2008,5,28,50
424,2487,103522,29,6,2007,13,2,51
425,2498,19320,4,5,2007,7,40,4
426,2549,61713,4,8,2008,20,6,12
427,2549,95487,28,2,2010,7,13,29
428,2570,1557,11,3,2008,17,53,54
429,2570,45897,25,11,2007,20,45,47
430,2570,71312,27,10,2007,9,52,1
431,2570,73128,6,8,2007,2,52,36
432,2570,86320,28,6,2006,2,50,10
433,2586,99512,4,5,2006,16,18,55
434,2611,28526,6,6,2009,21,36,2
435,2611,32415,22,6,2009,5,23,24
436,2611,32617,6,6,2009,21,32,32
437,2611,37243,6,6,2009,22,23,30
438,2611,39359,6,6,2009,21,58,0
439,2611,40387,20,6,2009,1,19,0
440,2611,42950,15,6,2009,17,52,35
441,2611,53194,11,6,2009,1,16,24
442,2611,62254,2,6,2009,4,49,35
443,2611,62461,19,6,2009,21,33,53
444,2611,67984,6,6,2009,22,10,0
445,2611,69459,6,6,2009,21,54,32
446,2611,71011,20,6,2009,1,18,13
447,2611,72631,20,6,2009,1,10,36
448,2611,75507,6,4,2009,22,59,53
449,2611,83039,20,6,2009,0,51,19
450,2611,84521,20,6,2009,1,20,9
451,2611,91638,20,6,2009,1,19,26
452,2611,102014,6,6,2009,21,57,27
453,2636,66662,4,1,2008,19,13,45
454,2636,87192,4,1,2008,19,13,36
455,2701,45748,14,3,2007,17,39,7
456,2701,74322,22,2,2007,6,55,0
457,2701,106931,1,7,2007,18,1,16
458,2716,233,17,5,2007,17,17,25
459,2748,71822,4,5,2008,13,23,18
460,2831,5266,3,7,2009,22,47,23
461,2831,8016,2,8,2009,7,25,14
462,2831,10289,17,5,2008,21,42,31
463,2831,12074,1,4,2009,0,54,30
464,2831,12417,26,11,2007,0,18,9
465,2831,15766,18,3,2009,11,21,38
466,2831,16394,4,4,2009,14,54,7
467,2831,19622,9,3,2008,19,50,42
468,2831,29415,13,12,2007,19,39,3
469,2831,36844,24,1,2008,14,1,29
470,2831,43978,27,5,2009,16,47,43
471,2831,66824,12,2,2009,15,15,36
472,2831,74225,11,1,2008,0,20,43
473,2831,100111,23,11,2007,16,47,29
474,2879,40562,1,2,2008,19,59,3
475,2879,103866,8,9,2007,13,46,58
476,2911,19320,29,10,2008,11,34,8
477,2911,74322,6,12,2006,5,43,30
478,2911,83690,10,1,2010,22,54,20
479,2911,93902,4,5,2006,16,18,55
480,2934,11274,9,10,2008,10,16,41
481,2934,28153,4,3,2008,22,30,12
482,2934,47150,20,6,2008,20,16,43
483,2934,98444,27,2,2008,3,15,13
484,2934,102977,29,4,2008,15,18,8
485,2934,107361,7,4,2008,0,16,17
486,2952,85364,9,6,2009,10,34,26
487,2961,9985,4,1,2010,16,6,54
488,2989,39674,22,1,2007,16,24,38
489,3032,103371,11,2,2008,17,26,4
490,3083,22919,2,2,2007,15,33,40
491,3122,26579,7,5,2007,11,36,53
492,3122,26876,7,5,2007,14,51,9
493,3122,76885,6,5,2007,17,40,13
494,3203,32,29,7,2010,8,27,56
495,3203,8095,19,7,2010,22,11,3
496,3203,8291,13,8,2010,6,35,36
497,3203,9411,26,7,2010,6,3,18
498,3203,83734,21,7,2010,10,43,27
499,3220,84469,26,9,2008,13,54,27
500,3233,44278,5,12,2006,18,13,59
501,3233,50387,6,10,2006,15,32,1
502,3233,60725,19,1,2007,19,5,19
503,3257,15464,13,8,2008,13,25,34
504,3257,32180,25,9,2007,13,39,23
505,3257,42725,4,7,2007,12,58,33
506,3257,46798,29,9,2009,8,41,59
507,3257,75265,24,9,2007,15,14,18
508,3257,93000,11,9,2007,11,27,34
509,3257,95066,27,6,2007,8,20,4
510,3279,60465,23,1,2008,9,37,29
511,3279,97770,4,5,2006,16,18,55
512,3337,27181,5,4,2009,13,46,40
513,3337,29658,6,11,2008,10,8,30
514,3337,30040,14,8,2008,23,43,28
515,3337,55034,26,11,2008,16,30,57
516,3337,60840,16,5,2008,23,58,43
517,3337,72646,7,7,2008,11,19,37
518,3337,85506,31,1,2008,8,25,21
519,3337,104830,8,5,2008,21,44,14
520,3396,88649,14,8,2007,2,10,2
521,3396,106147,29,10,2006,20,23,19
522,3421,61876,27,10,2006,12,40,1
523,3454,39415,26,5,2006,21,6,4
524,3454,50603,31,5,2007,5,32,9
525,3454,55147,19,5,2006,18,53,18
526,3454,55843,29,6,2009,8,5,5
527,3454,72099,4,5,2006,16,18,55
528,3454,82770,6,9,2006,7,50,53
529,3454,85813,15,11,2006,10,43,1
530,3454,89712,8,12,2006,18,7,6
531,3454,93070,15,1,2008,20,33,33
532,3513,86672,8,10,2008,15,16,40
533,3539,7105,29,8,2006,21,31,55
534,3539,26333,25,10,2006,13,31,9
535,3539,37475,11,10,2006,13,14,5
536,3539,50628,12,7,2006,13,45,21
537,3539,58771,25,10,2007,16,2,15
538,3539,107072,15,12,2006,19,50,12
539,3568,14666,20,12,2006,19,13,45
540,3568,28564,16,12,2006,18,13,35
541,3568,54772,17,12,2006,16,54,22
542,3568,69797,31,1,2007,23,54,5
543,3568,101819,16,12,2006,18,13,15
544,3646,1455,24,1,2010,10,13,58
545,3646,9307,2,7,2009,14,59,11
546,3646,9985,4,1,2010,16,7,12
547,3646,14631,15,1,2008,8,0,44
548,3646,18349,6,7,2010,22,43,2
549,3646,27181,2,3,2008,16,0,2
550,3646,32033,20,7,2008,16,33,3
551,3646,39319,31,1,2009,21,14,11
552,3646,45299,6,9,2007,5,57,26
553,3646,68288,14,8,2008,7,46,2
554,3646,70991,5,3,2007,7,59,22
555,3646,90433,3,7,2007,20,2,20
556,3646,94632,16,3,2010,12,12,30
557,3646,98206,27,5,2010,12,49,5
558,3728,39077,3,2,2009,9,1,1
559,3728,47238,3,2,2009,13,22,40
560,3728,49300,23,6,2008,8,56,6
561,3728,54255,22,4,2008,13,5,50
562,3728,72405,3,2,2009,13,19,30
563,3728,88716,3,2,2009,17,35,6
564,3728,106507,3,2,2009,13,2,13
565,3743,19560,4,5,2006,16,18,55
566,3743,99132,17,6,2006,11,28,44
567,3743,106378,4,5,2006,16,18,55
568,3789,31809,19,10,2007,23,5,17
569,3789,44046,25,6,2007,19,43,16
570,3789,49978,19,11,2006,2,34,44
571,3789,50917,7,4,2008,17,22,12
572,3789,60756,10,9,2008,23,17,15
573,3789,67744,28,1,2008,23,15,37
574,3789,73870,1,11,2006,21,51,20
575,3817,8336,5,3,2008,5,0,42
576,3836,20181,4,5,2006,16,18,55
577,3836,45748,2,3,2008,16,2,44
578,3914,63394,21,9,2006,22,41,55
579,3914,96991,21,6,2006,21,10,0
580,3943,17884,2,9,2008,14,6,18
581,3943,32375,26,8,2008,9,15,30
582,3943,50556,4,8,2008,14,0,0
583,3943,62278,6,10,2008,16,11,54
584,3943,80443,20,8,2008,8,15,4
585,3943,89921,7,10,2008,16,36,39
586,3957,6195,10,1,2007,17,14,39
587,3957,80559,10,1,2007,16,20,30
588,4031,9145,29,5,2008,13,40,41
589,4031,10313,12,6,2010,12,51,15
590,4031,20949,8,11,2007,23,29,40
591,4031,28539,27,6,2009,16,13,1
592,4031,29455,13,5,2007,9,0,44
593,4031,29555,26,4,2008,9,43,29
594,4031,29921,15,7,2007,1,21,39
595,4031,45129,29,7,2007,15,35,41
596,4031,46674,8,2,2010,17,2,56
597,4031,47053,16,11,2007,6,3,2
598,4031,47951,16,5,2006,13,45,57
599,4031,52177,9,2,2009,16,46,24
600,4031,60735,2,6,2008,9,48,28
601,4031,61034,17,10,2007,5,0,55
602,4031,65215,1,9,2006,18,56,52
603,4031,71775,8,4,2009,6,51,20
604,4031,94089,14,1,2008,11,13,27
605,4089,16394,20,5,2007,23,2,14
606,4089,47658,13,8,2007,6,44,56
607,4089,56885,21,4,2007,11,28,50
608,4089,73128,17,4,2007,6,39,14
609,4089,93708,16,3,2007,2,29,25
610,4089,93867,18,4,2007,5,0,17
611,4109,36667,23,8,2007,9,43,45
612,4109,60395,12,12,2006,6,13,40
613,4135,17684,2,10,2010,22,44,37
614,4135,27466,5,10,2010,3,4,24
615,4135,32715,30,9,2010,21,53,18
616,4135,58923,5,10,2010,21,10,46
617,4135,71907,3,10,2010,23,37,25
618,4135,72255,3,10,2010,5,12,50
619,4135,107521,2,10,2010,16,16,13
620,4154,5424,6,10,2006,20,56,45
621,4154,32282,28,12,2006,6,11,7
622,4154,50698,4,7,2008,20,19,46
623,4154,68174,1,7,2008,19,52,19
624,4154,75015,23,1,2007,18,32,19
625,4154,92968,30,6,2008,23,10,52
626,4188,69836,10,8,2010,15,18,0
627,4237,19688,26,8,2010,21,34,7
628,4237,24227,26,8,2010,18,51,22
629,4237,32910,26,8,2010,19,2,37
630,4237,35030,26,8,2010,18,58,40
631,4237,104743,26,8,2010,20,21,27
632,4324,12804,24,8,2008,16,18,39
633,4324,15991,5,2,2007,0,25,59
634,4324,60395,12,3,2007,0,46,26
635,4324,73688,30,1,2008,6,28,40
636,4324,98048,6,1,2008,3,54,27
637,4363,37786,16,9,2006,22,25,13
638,4363,46409,10,10,2007,4,46,33
639,4488,67744,24,11,2008,23,56,58
640,4488,73870,11,5,2007,21,13,12
641,4488,88800,5,1,2007,8,36,57
642,4488,91516,6,10,2007,16,16,31
643,4549,38719,21,9,2008,12,9,52
644,4549,47150,15,1,2008,9,36,8
645,4681,11144,27,6,2006,4,46,46
646,4681,80474,4,5,2006,16,18,55
647,4681,98331,10,5,2007,18,10,10
648,4681,104064,22,6,2007,20,31,39
649,4717,15728,14,2,2007,22,3,30
650,4717,29427,16,2,2007,23,14,6
651,4742,40683,1,6,2008,11,52,5
652,4742,68476,14,8,2006,21,5,3
653,4742,97403,2,11,2007,9,38,19
654,4762,34807,9,4,2008,16,54,33
655,4762,87302,17,2,2008,10,49,1
656,4762,92465,23,11,2007,3,1,14
657,4762,97661,3,4,2007,1,4,0
658,4795,13994,19,2,2008,18,59,1
659,4828,11829,20,11,2006,19,1,37
660,4828,43164,19,9,2006,5,30,16
661,4911,5108,13,3,2009,1,19,43
662,4911,12205,29,8,2006,22,19,12
663,4911,26200,1,6,2007,1,50,19
664,4911,28459,13,1,2009,0,28,7
665,4911,36332,8,1,2007,7,30,31
666,4911,38579,18,7,2006,20,56,14
667,4911,39375,15,2,2007,18,30,15
668,4911,39593,27,12,2006,23,15,13
669,4911,40878,28,7,2006,19,20,17
670,4911,48054,24,11,2006,16,0,47
